title,tags
Curse of the Golden Flower,"during china's tang dynasty the emperor ha taken the princess of a neighboring province a wife. she ha borne him two son and raised his eldest. now his control over his dominion is complete, including the royal family itself. action drama fantasy poison china martial_art swordplay fight toxication secret_society passion planned_murder power palace plan battle_for_power tang_dynasty pomp conspiracy_of_murder heir_to_the_throne marriage_crisis secret_love chow_yun-fat gong_li jay_chou zhang_yimou unspeakable secret are hidden within the forbidden city."
Bangkok Dangerous,"when carrying out a hit, assassin joe (cage) always make use of the knowledge of the local population. on arriving in bangkok, joe meet street kid kong and he becomes his primary aide. but when kong is nearly killed, he asks joe to train him up in the deadly art and unwittingly becomes a target of a band of killers. action crime thriller assassin asia gun deaf-mute hitman bangkok thailand strip_club apprentice video_surveillance remake murder betrayal mafia shootout boat_chase explosion foot_chase killer gunshot flashback motorcycle_chase crisis_of_conscience nicolas_cage shahkrit_yamnarm charlie_yeung danny_pang there's only one way out."
Big Trouble,"the story of how a mysterious suitcase brings together, and changes, the life of a divorced dad, an unhappy housewife, two hitmen, a pair of street thugs, two love struck teens, two fbi men and a psychedelic toad. based on pulitzer prize-winning humorist dave barry's best-selling first novel, ""big trouble."" action comedy thriller gadfly tim_allen rene_russo patrick_warburton barry_sonnenfeld they have forty-five minute to save the world. they need forty-six."
Love in the Time of Cholera,"in colombia just after the great war, an old man fall from a ladder; dying, he professes great love for his wife. after the funeral, a man call on the widow - she dismisses him angrily. flash back more than 50 year to the day florentino ariza, a telegraph boy, fall in love with fermina daza, the daughter of a mule trader. drama romance sex marriage_proposal new_love colombia letter love_letter dying_and_death ship marriage cholera teacher principal doctor extramarital_affair emotion javier_bardem unax_ugalde benjamin_bratt mike_newell how long would you wait for love?"
Johnny English Reborn,"the most prominent head of state in the world begin gathering for a conference that could have a major impact on global politics. when mi-7 receives word that the chinese premier ha become the target of some high-powered killers, it fall on johnny english to save the day. armed with the latest high-tech weaponry and gadget that would make even james bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vow to redeem his tarnished reputation by stopping the killer before they can strike. crime adventure action comedy thriller buddhist_monk cooking prime_minister kitchen secret_agent sequel mind_control james_bond_spoof incompetence female_boss klutz aftercreditsstinger assassination_attempt rowan_atkinson dominic_west gillian_anderson oliver_parker one man. one mission. no chance."
Foodfight!,"dex, a superdog sleuth, is the law of the land when the world's most recognized brand take on the force of evil and the devilish brand x. animation action comedy family supermarket fight product_placement computer_animation food charlie_sheen wayne_brady hilary_duff lawrence_kasanoff when good food... go bad!"
Argo,"as the iranian revolution reach a boiling point, a cia 'exfiltration' specialist concocts a risky plan to free six americans who have found shelter at the home of the canadian ambassador. drama thriller cia wife_husband_relationship document revolution hiding_place canadian press_conference biography hanged_man american_abroad crane subtitled_scene movie_poster based_on_article extraction iran_hostage_crisis sweatshop intelligence_agent film_studio langley_virginia 1980s ben_affleck bryan_cranston alan_arkin ben_affleck the movie wa fake. the mission wa real."
The Fugitive,"wrongfully accused of murdering his wife, richard kimble escape from the law in an attempt to find her killer and clear his name. pursuing him is a team of u.s. marshal led by deputy samuel gerard, a determined detective who will not rest until richard is captured. as richard lead the team through a series of intricate chases, he discovers the secret behind his wife's death and struggle to expose the killer before it is too late. adventure action thriller crime mystery chicago showdown undercover surgeon death_sentence doomed_man lethal_injection chase remake betrayal on_the_run train_crash escape fugitive based_on_tv_series u.s._marshal doctor explosion home_invasion disguise one_armed_man framed_for_murder flashback corrupt_cop manhunt bus_accident storm_drain harrison_ford tommy_lee_jones sela_ward andrew_davis a murdered wife. a one-armed man. an obsessed detective. the chase begins."
The Bounty Hunter,"milo boyd is a bounty hunter whose latest gig is rather satisfying, a he find out that the bail-skipper he must chase down is his own ex-wife, nicole -- but she ha no intention of getting nabbed without a fight. complicating matters, nicole's wannabe-boyfriend, stewart, join the chase. action bounty_hunter ex-husband_ex-wife_relationship gerard_butler jennifer_aniston gio_perez andy_tennant it's a job. it isn't personal. well, maybe a little..."
Sleepers,two gangster seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. a sensational court hearing take place to charge him for the crimes. a moving drama from director barry levinson. crime drama thriller child_abuse sadistic sexual_abuse pastor repayment juvenile_prison court_case pub court juvenile_delinquent child robert_de_niro brad_pitt kevin_bacon barry_levinson when friendship run deeper than blood.
